2103,1164
2062,1230
1927,1103
1886,1350
1965,1411
2021,1380
IMAGE=147-1.JPG,
ID=0,
SCALE=0.002564,
LM=6,
1770,1259
1744,1319
1665,1229
1632,1387
1668,1464
1697,1446
IMAGE=844-1r.JPG,
ID=1,
SCALE=0.002141,
LM=6,
2122,1166
2073,1241
1967,1119
1919,1338
1972,1386
2018,1377
IMAGE=151-1.JPG,
ID=2,
SCALE=0.002564,
LM=6,
2075,1211
1999,1339
1913,1166
1825,1412
1884,1546
1970,1451
IMAGE=91-1.JPG,
ID=3,
SCALE=0.002566,
LM=6,
2280,1005
2179,1128
2123,957
2019,1266
2075,1326
2151,1242
IMAGE=92-1.JPG,
ID=4,
SCALE=0.002554,
LM=6,
2020,1212
1982,1275
1853,1191
1823,1388
1884,1456
1945,1426
IMAGE=167-1.JPG,
ID=5,
SCALE=0.002567,
LM=6,
2028,1173
1999,1252
1876,1163
1844,1398
1919,1434
1962,1397
IMAGE=168-1.JPG,
ID=6,
SCALE=0.002580,
LM=6,
2117,1251
2072,1313
1966,1210
1920,1402
1972,1473
2018,1456
IMAGE=200-1.JPG,
ID=7,
SCALE=0.002594,
LM=6,
2153,1248
2105,1306
1974,1208
1965,1402
2022,1469
2058,1456
IMAGE=204-1.JPG,
ID=8,
SCALE=0.002591,
LM=6,
1976,1229
1959,1276
1881,1207
1858,1344
1885,1394
1924,1378
IMAGE=205-1.JPG,
ID=9,
SCALE=0.003717,
LM=6,
1964,1215
1913,1280
1834,1194
1794,1375
1831,1432
1878,1405
IMAGE=206-1.JPG,
ID=10,
SCALE=0.002571,
LM=6,
2042,1246
1988,1311
1903,1206
1858,1387
1902,1448
1933,1436
IMAGE=208-1.JPG,
ID=11,
SCALE=0.002564,
LM=6,
2219,1276
2183,1345
2063,1249
2048,1440
2086,1508
2136,1491
IMAGE=209-1.JPG,
ID=12,
SCALE=0.002576,
LM=6,
2153,1251
2101,1331
2016,1216
1944,1415
2001,1468
2044,1445
IMAGE=219-1.JPG,
ID=13,
SCALE=0.002584,
LM=6,
2040,1198
1996,1255
1890,1166
1885,1333
1934,1405
1962,1402
IMAGE=222-1.JPG,
ID=14,
SCALE=0.002584,
LM=6,
2064,1233
2030,1288
1929,1207
1896,1371
1932,1423
1966,1410
IMAGE=228-1.JPG,
ID=15,
SCALE=0.002567,
LM=6,
2004,1269
1978,1330
1871,1235
1865,1411
1906,1458
1939,1444
IMAGE=231-1.JPG,
ID=16,
SCALE=0.002571,
LM=6,
2165,1229
2121,1289
2009,1181
1987,1378
2048,1432
2083,1442
IMAGE=240-1.JPG,
ID=17,
SCALE=0.002554,
LM=6,
2178,1209
2148,1277
2043,1190
1995,1378
2065,1421
2097,1420
IMAGE=250-1.JPG,
ID=18,
SCALE=0.002556,
LM=6,
2159,1269
2137,1330
2051,1234
2002,1413
2044,1450
2081,1439
IMAGE=251-1.JPG,
ID=19,
SCALE=0.002557,
LM=6,
2091,1253
2049,1302
1964,1222
1940,1375
1980,1435
2003,1427
IMAGE=255-1.JPG,
ID=20,
SCALE=0.002564,
LM=6,
2164,1207
2147,1277
2008,1191
1994,1405
2061,1480
2107,1454
IMAGE=261-1.JPG,
ID=21,
SCALE=0.002560,
LM=6,
2186,1177
2174,1256
2027,1149
2020,1387
2071,1473
2108,1440
IMAGE=279-1.JPG,
ID=22,
SCALE=0.002560,
LM=6,
2090,1224
2038,1320
1940,1199
1900,1422
1942,1497
2023,1440
IMAGE=280-1.JPG,
ID=23,
SCALE=0.002571,
LM=6,
2207,1179
2169,1256
2032,1152
2021,1355
2082,1431
2157,1345
IMAGE=282-1.JPG,
ID=24,
SCALE=0.002550,
LM=6,
2213,1281
2178,1354
2072,1225
2015,1449
2078,1511
2126,1503
IMAGE=283-1.JPG,
ID=25,
SCALE=0.002557,
LM=6,
2144,1237
2122,1310
1989,1203
1963,1430
1999,1501
2065,1462
IMAGE=284-1.JPG,
ID=26,
SCALE=0.002564,
LM=6,
2211,1262
2184,1304
2067,1214
2002,1424
2076,1482
2108,1465
IMAGE=285-1.JPG,
ID=27,
SCALE=0.002574,
LM=6,
2260,1242
2226,1312
2098,1193
2103,1410
2143,1474
2180,1451
IMAGE=286-1.JPG,
ID=28,
SCALE=0.002563,
LM=6,
2153,1284
2123,1344
1998,1249
1982,1437
2029,1499
2077,1461
IMAGE=287-1.JPG,
ID=29,
SCALE=0.002561,
LM=6,
2217,1250
2183,1317
2085,1196
2047,1418
2097,1477
2129,1455
IMAGE=288-1.JPG,
ID=30,
SCALE=0.002563,
LM=6,
2273,1269
2243,1334
2123,1250
2110,1421
2164,1481
2185,1462
IMAGE=289-1.JPG,
ID=31,
SCALE=0.002561,
LM=6,
2233,1248
2197,1319
2095,1228
2065,1407
2134,1466
2163,1447
IMAGE=293-1.JPG,
ID=32,
SCALE=0.002570,
LM=6,
2251,1248
2233,1322
2091,1216
2069,1441
2128,1503
2154,1493
IMAGE=300-1.JPG,
ID=33,
SCALE=0.002566,
LM=6,
2262,1198
2222,1261
2105,1172
2090,1345
2143,1415
2181,1388
IMAGE=302-1.JPG,
ID=34,
SCALE=0.002567,
LM=6,
2120,1209
2089,1275
1964,1168
1944,1375
2005,1434
2036,1419
IMAGE=308-1.JPG,
ID=35,
SCALE=0.002558,
LM=6,
2153,1268
2115,1324
2003,1231
1998,1418
2036,1493
2071,1474
IMAGE=312-1.JPG,
ID=36,
SCALE=0.002557,
LM=6,
2191,1292
2138,1342
2029,1244
2005,1436
2060,1513
2111,1481
IMAGE=324-1.JPG,
ID=37,
SCALE=0.002567,
LM=6,
2191,1089
2170,1173
2029,1060
2028,1305
2080,1363
2118,1343
IMAGE=336-1.JPG,
ID=38,
SCALE=0.002570,
LM=6,
2365,1225
2313,1292
2199,1179
2164,1379
2216,1465
2289,1397
IMAGE=357.JPG,
ID=39,
SCALE=0.002587,
LM=6,
2215,1239
2148,1317
2038,1179
2021,1418
2095,1478
2153,1393
IMAGE=384.JPG,
ID=40,
SCALE=0.002576,
LM=6,
2350,1220
2300,1293
2192,1189
2172,1369
2235,1436
2274,1393
IMAGE=389.JPG,
ID=41,
SCALE=0.002594,
LM=6,
2366,1219
2313,1283
2223,1173
2198,1349
2259,1411
2287,1383
IMAGE=432.JPG,
ID=42,
SCALE=0.002580,
LM=6,
2325,1245
2270,1307
2179,1166
2124,1409
2187,1497
2203,1480
IMAGE=438.JPG,
ID=43,
SCALE=0.002581,
LM=6,
2289,1077
2225,1171
2101,991
2077,1282
2162,1352
2190,1313
IMAGE=445.JPG,
ID=44,
SCALE=0.002581,
LM=6,
2152,1253
2089,1314
2005,1182
1955,1389
2011,1472
2041,1437
IMAGE=579.JPG,
ID=45,
SCALE=0.002577,
LM=6,
2308,1277
2225,1349
2144,1154
2072,1442
2117,1531
2195,1471
IMAGE=595.JPG,
ID=46,
SCALE=0.002571,
LM=6,
2163,1242
2108,1349
1991,1166
1936,1437
2007,1523
2064,1499
IMAGE=597.JPG,
ID=47,
SCALE=0.002574,
LM=6,
2237,1169
2175,1247
2074,1083
1998,1357
2056,1453
2133,1384
IMAGE=613.JPG,
ID=48,
SCALE=0.002567,
LM=6,
2228,1156
2187,1232
2026,1095
2028,1368
2077,1459
2163,1393
IMAGE=615.JPG,
ID=49,
SCALE=0.002567,
LM=6,
2154,1214
2087,1282
1983,1157
1972,1369
2027,1453
2064,1421
IMAGE=648.JPG,
ID=50,
SCALE=0.002554,
LM=6,
2237,1178
2207,1256
2097,1122
2033,1358
2087,1423
2147,1386
IMAGE=649.JPG,
ID=51,
SCALE=0.002564,
LM=6,
2308,1226
2258,1296
2141,1135
2113,1380
2178,1465
2227,1434
IMAGE=651.JPG,
ID=52,
SCALE=0.002586,
LM=6,
2304,1210
2249,1280
2134,1143
2107,1375
2175,1434
2219,1394
IMAGE=655.JPG,
ID=53,
SCALE=0.002587,
LM=6,
2264,1166
2222,1229
2125,1128
2094,1317
2149,1383
2201,1323
IMAGE=658.JPG,
ID=54,
SCALE=0.002572,
LM=6,
2258,1182
2219,1233
2128,1116
2075,1305
2144,1371
2189,1321
IMAGE=659.JPG,
ID=55,
SCALE=0.002570,
LM=6,
2237,1221
2187,1286
2084,1178
2075,1369
2111,1438
2166,1372
IMAGE=661.JPG,
ID=56,
SCALE=0.002590,
LM=6,
2266,1181
2207,1232
2087,1110
2080,1320
2137,1400
2184,1368
IMAGE=665.JPG,
ID=57,
SCALE=0.002584,
LM=6,
2181,1248
2137,1283
2058,1173
1967,1407
2051,1470
2088,1428
IMAGE=666.JPG,
ID=58,
SCALE=0.002577,
LM=6,
2387,1211
2349,1255
2244,1156
2220,1333
2289,1399
2306,1381
IMAGE=668.JPG,
ID=59,
SCALE=0.002584,
LM=6,
2109,1242
2076,1300
1974,1181
1944,1386
2011,1459
2060,1406
IMAGE=671.JPG,
ID=60,
SCALE=0.002576,
LM=6,
2267,1132
2245,1182
2091,1071
2065,1295
2141,1370
2195,1304
IMAGE=673.JPG,
ID=61,
SCALE=0.002578,
LM=6,
2346,1232
2269,1307
2131,1159
2078,1431
2141,1542
2239,1468
IMAGE=674.JPG,
ID=62,
SCALE=0.002587,
LM=6,
2170,1211
2123,1279
1984,1172
1955,1375
2037,1457
2079,1433
IMAGE=676.JPG,
ID=63,
SCALE=0.002577,
LM=6,
2208,1201
2167,1271
2044,1154
2009,1397
2068,1459
2106,1421
IMAGE=680.JPG,
ID=64,
SCALE=0.002589,
LM=6,
2238,1225
2189,1298
2071,1164
2024,1419
2112,1482
2151,1438
IMAGE=681.JPG,
ID=65,
SCALE=0.002577,
LM=6,
2257,1163
2210,1234
2074,1119
2060,1348
2150,1422
2172,1386
IMAGE=683.JPG,
ID=66,
SCALE=0.002590,
LM=6,
2290,1236
2249,1315
2129,1192
2066,1409
2131,1487
2192,1446
IMAGE=684.JPG,
ID=67,
SCALE=0.002577,
LM=6,
2197,1179
2130,1278
2019,1147
1965,1354
2031,1442
2071,1410
IMAGE=687.JPG,
ID=68,
SCALE=0.002576,
LM=6,
2331,1187
2288,1236
2187,1145
2176,1330
2238,1386
2266,1358
IMAGE=691.JPG,
ID=69,
SCALE=0.002580,
LM=6,
2157,1200
2124,1268
2036,1193
2039,1349
2090,1379
2118,1340
IMAGE=693.JPG,
ID=70,
SCALE=0.002574,
LM=6,
2274,1209
2240,1285
2155,1209
2150,1368
2199,1379
2219,1364
IMAGE=695.JPG,
ID=71,
SCALE=0.002580,
LM=6,
2244,1254
2198,1326
2095,1237
2064,1413
2122,1482
2159,1433
IMAGE=696.JPG,
ID=72,
SCALE=0.002577,
LM=6,
2170,1253
2132,1321
2004,1231
1982,1437
2050,1497
2081,1459
IMAGE=697.JPG,
ID=73,
SCALE=0.002574,
LM=6,
2320,1254
2270,1316
2141,1197
2136,1402
2212,1476
2243,1426
IMAGE=699.JPG,
ID=74,
SCALE=0.002577,
LM=6,
2212,1226
2169,1302
2048,1184
2014,1391
2084,1460
2137,1404
IMAGE=700.JPG,
ID=75,
SCALE=0.002583,
LM=6,
2264,1150
2220,1222
2104,1112
2091,1319
2153,1369
2198,1308
IMAGE=702.JPG,
ID=76,
SCALE=0.002574,
LM=6,
2112,1210
2079,1265
1995,1182
1970,1322
2031,1382
2070,1331
IMAGE=703.JPG,
ID=77,
SCALE=0.002567,
LM=6,
2210,1223
2154,1298
2094,1173
2035,1373
2088,1420
2118,1403
IMAGE=706.JPG,
ID=78,
SCALE=0.002560,
LM=6,
2269,1176
2217,1263
2137,1130
2099,1356
2139,1410
2162,1401
IMAGE=711.JPG,
ID=79,
SCALE=0.002584,
LM=6,
2093,1215
2073,1277
1949,1189
1934,1364
1986,1428
2026,1404
IMAGE=852.JPG,
ID=80,
SCALE=0.002576,
LM=6,
1825,1288
1783,1369
1687,1273
1622,1415
1703,1484
1728,1482
IMAGE=188-1r.JPG,
ID=81,
SCALE=0.002123,
LM=6,
2284,1287
2256,1372
2171,1277
2126,1448
2158,1514
2205,1481
IMAGE=217-1r.JPG,
ID=82,
SCALE=0.002133,
LM=6,
2240,1113
2214,1180
2147,1124
2115,1246
2162,1315
2184,1292
IMAGE=254-1r.JPG,
ID=83,
SCALE=0.002126,
LM=6,
1758,1317
1729,1369
1604,1289
1595,1479
1653,1532
1690,1511
IMAGE=292-1r.JPG,
ID=84,
SCALE=0.002134,
LM=6,
1963,1317
1954,1371
1864,1286
1845,1457
1884,1514
1916,1493
IMAGE=303-1r.JPG,
ID=85,
SCALE=0.002126,
LM=6,
2202,1226
2186,1282
2075,1200
2056,1398
2092,1468
2146,1416
IMAGE=304-1r.JPG,
ID=86,
SCALE=0.002123,
LM=6,
2045,1232
2026,1283
1904,1192
1898,1368
1931,1460
1969,1428
IMAGE=305-1r.JPG,
ID=87,
SCALE=0.002123,
LM=6,
2204,1229
2197,1284
2084,1213
2070,1370
2123,1438
2186,1373
IMAGE=306-1r.JPG,
ID=88,
SCALE=0.002119,
LM=6,
1752,1302
1723,1365
1606,1253
1591,1446
1644,1519
1690,1503
IMAGE=313-1r.JPG,
ID=89,
SCALE=0.002126,
LM=6,
1842,1306
1797,1383
1701,1283
1667,1505
1724,1581
1768,1519
IMAGE=340-1r.JPG,
ID=90,
SCALE=0.002123,
LM=6,
1886,1290
1827,1355
1694,1260
1718,1450
1781,1518
1824,1488
IMAGE=344-1r.JPG,
ID=91,
SCALE=0.002134,
LM=6,
2025,1175
2009,1248
1896,1159
1898,1353
1947,1413
1992,1373
IMAGE=351-1r.JPG,
ID=92,
SCALE=0.002123,
LM=6,
1775,1280
1725,1363
1606,1267
1609,1466
1672,1530
1715,1490
IMAGE=352-1r.JPG,
ID=93,
SCALE=0.002131,
LM=6,
2214,715
2172,783
2062,672
2041,854
2107,945
2140,924
IMAGE=362-1r.JPG,
ID=94,
SCALE=0.002136,
LM=6,
2018,1413
2007,1461
1909,1389
1899,1559
1937,1627
1973,1595
IMAGE=385-1r.JPG,
ID=95,
SCALE=0.002127,
LM=6,
1693,1416
1662,1489
1537,1391
1529,1566
1573,1651
1596,1642
IMAGE=387-1r.JPG,
ID=96,
SCALE=0.002130,
LM=6,
2100,1292
2071,1359
1943,1263
1953,1462
2001,1538
2031,1527
IMAGE=401-1r.JPG,
ID=97,
SCALE=0.002130,
LM=6,
2049,1166
2021,1216
1906,1144
1939,1318
1991,1381
2023,1366
IMAGE=402-1r.JPG,
ID=98,
SCALE=0.002122,
LM=6,
2109,1355
2086,1404
1982,1359
1970,1551
2024,1593
2068,1546
IMAGE=403-1r.JPG,
ID=99,
SCALE=0.002123,
LM=6,
1793,1282
1768,1358
1659,1267
1670,1437
1717,1500
1734,1499
IMAGE=404-1r.JPG,
ID=100,
SCALE=0.002130,
LM=6,
1958,1348
1928,1420
1805,1340
1832,1509
1891,1573
1917,1544
IMAGE=405-1r.JPG,
ID=101,
SCALE=0.002131,
LM=6,
2009,1172
1980,1230
1882,1146
1863,1317
1904,1387
1942,1366
IMAGE=423-1r.JPG,
ID=102,
SCALE=0.002120,
LM=6,
2055,1432
2035,1500
1917,1416
1890,1603
1924,1702
1985,1658
IMAGE=430-1r.JPG,
ID=103,
SCALE=0.002134,
LM=6,
1854,1281
1842,1340
1697,1241
1702,1481
1746,1579
1794,1555
IMAGE=434-1r.JPG,
ID=104,
SCALE=0.002125,
LM=6,
1660,1284
1631,1359
1496,1260
1502,1501
1556,1596
1630,1530
